-60,-150,-60,150,
-150,-60,150,-60,
-59,-150,-59,150,
-150,-59,150,-59,
-58,-150,-58,150,
-150,-58,150,-58,
-57,-150,-57,150,
-150,-57,150,-57,
-56,-150,-56,150,
-150,-56,150,-56,
-55,-150,-55,150,
-150,-55,150,-55,
-54,-150,-54,150,
-150,-54,150,-54,
-53,-150,-53,150,
-150,-53,150,-53,
-52,-150,-52,150,
-150,-52,150,-52,
-51,-150,-51,150,
-150,-51,150,-51,
-50,-150,-50,150,
-150,-50,150,-50,
-49,-150,-49,150,
-150,-49,150,-49,
-48,-150,-48,150,
-150,-48,150,-48,
-47,-150,-47,150,
-150,-47,150,-47,
-46,-150,-46,150,
-150,-46,150,-46,
-45,-150,-45,150,
-150,-45,150,-45,
-44,-150,-44,150,
-150,-44,150,-44,
-43,-150,-43,150,
-150,-43,150,-43,
-42,-150,-42,150,
-150,-42,150,-42,
-41,-150,-41,150,
-150,-41,150,-41,
-40,-150,-40,150,
-150,-40,150,-40,
-39,-150,-39,150,
-150,-39,150,-39,
-38,-150,-38,150,
-150,-38,150,-38,
-37,-150,-37,150,
-150,-37,150,-37,
-36,-150,-36,150,
-150,-36,150,-36,
-35,-150,-35,150,
-150,-35,150,-35,
-34,-150,-34,150,
-150,-34,150,-34,
-33,-150,-33,150,
-150,-33,150,-33,
-32,-150,-32,150,
-150,-32,150,-32,
-31,-150,-31,150,
-150,-31,150,-31,
-30,-150,-30,150,
-150,-30,150,-30,
-29,-150,-29,150,
-150,-29,150,-29,
-28,-150,-28,150,
-150,-28,150,-28,
-27,-150,-27,150,
-150,-27,150,-27,
-26,-150,-26,150,
-150,-26,150,-26,
-25,-150,-25,150,
-150,-25,150,-25,
-24,-150,-24,150,
-150,-24,150,-24,
-23,-150,-23,150,
-150,-23,150,-23,
-22,-150,-22,150,
-150,-22,150,-22,
-21,-150,-21,150,
-150,-21,150,-21,
-20,-150,-20,150,
-150,-20,150,-20,
-19,-150,-19,150,
-150,-19,150,-19,
-18,-150,-18,150,
-150,-18,150,-18,
-17,-150,-17,150,
-150,-17,150,-17,
-16,-150,-16,150,
-150,-16,150,-16,
-15,-150,-15,150,
-150,-15,150,-15,
-14,-150,-14,150,
-150,-14,150,-14,
-13,-150,-13,150,
-150,-13,150,-13,
-12,-150,-12,150,
-150,-12,150,-12,
-11,-150,-11,150,
-150,-11,150,-11,
-10,-150,-10,150,
-150,-10,150,-10,
-9,-150,-9,150,
-150,-9,150,-9,
-8,-150,-8,150,
-150,-8,150,-8,
-7,-150,-7,150,
-150,-7,150,-7,
-6,-150,-6,150,
-150,-6,150,-6,
-5,-150,-5,150,
-150,-5,150,-5,
-4,-150,-4,150,
-150,-4,150,-4,
-3,-150,-3,150,
-150,-3,150,-3,
-2,-150,-2,150,
-150,-2,150,-2,
-1,-150,-1,150,
-150,-1,150,-1,
0,-150,0,150,
-150,0,150,0,
1,-150,1,150,
-150,1,150,1,
2,-150,2,150,
-150,2,150,2,
3,-150,3,150,
-150,3,150,3,
4,-150,4,150,
-150,4,150,4,
5,-150,5,150,
-150,5,150,5,
6,-150,6,150,
-150,6,150,6,
7,-150,7,150,
-150,7,150,7,
8,-150,8,150,
-150,8,150,8,
9,-150,9,150,
-150,9,150,9,
10,-150,10,150,
-150,10,150,10,
11,-150,11,150,
-150,11,150,11,
12,-150,12,150,
-150,12,150,12,
13,-150,13,150,
-150,13,150,13,
14,-150,14,150,
-150,14,150,14,
15,-150,15,150,
-150,15,150,15,
16,-150,16,150,
-150,16,150,16,
17,-150,17,150,
-150,17,150,17,
18,-150,18,150,
-150,18,150,18,
19,-150,19,150,
-150,19,150,19,
20,-150,20,150,
-150,20,150,20,
21,-150,21,150,
-150,21,150,21,
22,-150,22,150,
-150,22,150,22,
23,-150,23,150,
-150,23,150,23,
24,-150,24,150,
-150,24,150,24,
25,-150,25,150,
-150,25,150,25,
26,-150,26,150,
-150,26,150,26,
27,-150,27,150,
-150,27,150,27,
28,-150,28,150,
-150,28,150,28,
29,-150,29,150,
-150,29,150,29,
30,-150,30,150,
-150,30,150,30,
31,-150,31,150,
-150,31,150,31,
32,-150,32,150,
-150,32,150,32,
33,-150,33,150,
-150,33,150,33,
34,-150,34,150,
-150,34,150,34,
35,-150,35,150,
-150,35,150,35,
36,-150,36,150,
-150,36,150,36,
37,-150,37,150,
-150,37,150,37,
38,-150,38,150,
-150,38,150,38,
39,-150,39,150,
-150,39,150,39,
40,-150,40,150,
-150,40,150,40,
41,-150,41,150,
-150,41,150,41,
42,-150,42,150,
-150,42,150,42,
43,-150,43,150,
-150,43,150,43,
44,-150,44,150,
-150,44,150,44,
45,-150,45,150,
-150,45,150,45,
46,-150,46,150,
-150,46,150,46,
47,-150,47,150,
-150,47,150,47,
48,-150,48,150,
-150,48,150,48,
49,-150,49,150,
-150,49,150,49,
50,-150,50,150,
-150,50,150,50,
51,-150,51,150,
-150,51,150,51,
52,-150,52,150,
-150,52,150,52,
53,-150,53,150,
-150,53,150,53,
54,-150,54,150,
-150,54,150,54,
55,-150,55,150,
-150,55,150,55,
56,-150,56,150,
-150,56,150,56,
57,-150,57,150,
-150,57,150,57,
58,-150,58,150,
-150,58,150,58,
59,-150,59,150,
-150,59,150,59,
60,-150,60,150,
-150,60,150,60,
61,-150,61,150,
-150,61,150,61,
62,-150,62,150,
-150,62,150,62,
63,-150,63,150,
-150,63,150,63,
64,-150,64,150,
-150,64,150,64,
65,-150,65,150,
-150,65,150,65,
66,-150,66,150,
-150,66,150,66,
67,-150,67,150,
-150,67,150,67,
68,-150,68,150,
-150,68,150,68,
69,-150,69,150,
-150,69,150,69,
70,-150,70,150,
-150,70,150,70,
71,-150,71,150,
-150,71,150,71,
72,-150,72,150,
-150,72,150,72,
73,-150,73,150,
-150,73,150,73,
74,-150,74,150,
-150,74,150,74,
75,-150,75,150,
-150,75,150,75,
76,-150,76,150,
-150,76,150,76,
77,-150,77,150,
-150,77,150,77,
78,-150,78,150,
-150,78,150,78,
79,-150,79,150,
-150,79,150,79,
80,-150,80,150,
-150,80,150,80,
81,-150,81,150,
-150,81,150,81,
82,-150,82,150,
-150,82,150,82,
83,-150,83,150,
-150,83,150,83,
84,-150,84,150,
-150,84,150,84,
85,-150,85,150,
-150,85,150,85,
86,-150,86,150,
-150,86,150,86,
87,-150,87,150,
-150,87,150,87,
88,-150,88,150,
-150,88,150,88,
89,-150,89,150,
-150,89,150,89,
90,-150,90,150,
-150,90,150,90,
91,-150,91,150,
-150,91,150,91,
92,-150,92,150,
-150,92,150,92,
93,-150,93,150,
-150,93,150,93,
94,-150,94,150,
-150,94,150,94,
95,-150,95,150,
-150,95,150,95,
96,-150,96,150,
-150,96,150,96,
97,-150,97,150,
-150,97,150,97,
98,-150,98,150,
-150,98,150,98,
99,-150,99,150,
-150,99,150,99,
100,-150,100,150,
-150,100,150,100,
101,-150,101,150,
-150,101,150,101,
102,-150,102,150,
-150,102,150,102,
103,-150,103,150,
-150,103,150,103,
104,-150,104,150,
-150,104,150,104,
105,-150,105,150,
-150,105,150,105,
106,-150,106,150,
-150,106,150,106,
107,-150,107,150,
-150,107,150,107,
108,-150,108,150,
-150,108,150,108,
109,-150,109,150,
-150,109,150,109,
110,-150,110,150,
-150,110,150,110,
111,-150,111,150,
-150,111,150,111,
112,-150,112,150,
-150,112,150,112,
113,-150,113,150,
-150,113,150,113,
114,-150,114,150,
-150,114,150,114,
115,-150,115,150,
-150,115,150,115,
116,-150,116,150,
-150,116,150,116,
117,-150,117,150,
-150,117,150,117,
118,-150,118,150,
-150,118,150,118,
119,-150,119,150,
-150,119,150,119,
120,-150,120,150,
-150,120,150,120,
121,-150,121,150,
-150,121,150,121,
122,-150,122,150,
-150,122,150,122,
123,-150,123,150,
-150,123,150,123,
124,-150,124,150,
-150,124,150,124,
125,-150,125,150,
-150,125,150,125,
126,-150,126,150,
-150,126,150,126,
127,-150,127,150,
-150,127,150,127,
128,-150,128,150,
-150,128,150,128,
129,-150,129,150,
-150,129,150,129,
130,-150,130,150,
-150,130,150,130,
131,-150,131,150,
-150,131,150,131,
132,-150,132,150,
-150,132,150,132,
133,-150,133,150,
-150,133,150,133,
134,-150,134,150,
-150,134,150,134,
135,-150,135,150,
-150,135,150,135,
136,-150,136,150,
-150,136,150,136,
137,-150,137,150,
-150,137,150,137,
138,-150,138,150,
-150,138,150,138,
139,-150,139,150,
-150,139,150,139,
140,-150,140,150,
-150,140,150,140,
141,-150,141,150,
-150,141,150,141,
142,-150,142,150,
-150,142,150,142,
143,-150,143,150,
-150,143,150,143,
144,-150,144,150,
-150,144,150,144,
145,-150,145,150,
-150,145,150,145,
146,-150,146,150,
-150,146,150,146,
147,-150,147,150,
-150,147,150,147,
148,-150,148,150,
-150,148,150,148,
149,-150,149,150,
-150,149,150,149,
150,-150,150,150,
-150,150,150,150,
